"","frasi","anger","anticipation","disgust","fear","joy","sadness","surprise","trust","negative","positive"
"877","Qualcuno blocca le porte ed entra, come al solito è Matt.""Penso che io e te dovremmo parlare, quindi non scappare come al solito"" mi guarda serio.",0,0,0,0,0,0,0,1,0,3
"878","Adesso sarei io quella che scappa sempre?",0,0,0,0,0,0,0,0,0,0
"879","Credo che abbia una percezione piuttosto distorta della realtà.",0,0,0,0,0,0,0,0,0,0
"880","""Io penso che tu debba starmi lontano invece, come la mettiamo?"" ribatto.",0,0,0,0,0,0,0,0,0,0
"881","Le buste della spesa pesano sempre di più, tento di scaricare un po‘ di peso sistemandole meglio.",1,2,1,2,1,1,1,1,3,2
"882","Matt lo nota e le prende lui.",0,0,0,0,0,0,0,0,0,0
"883","""Queste le porto io"" sorride.",0,0,0,0,0,0,0,1,0,0
"884","Da quant‘è che non vedevo il suo sorriso, quasi mi perdo a guardarlo.",0,1,0,0,2,0,2,2,0,2
"885","Il rumore scricchiolante dello schiudersi delle porte dell‘ascensore mi fa tornare alla realtà.",0,0,0,0,0,0,0,0,1,0
"886","Lascio entrare Matt in casa solo per appoggiare le buste in cucina, poi credo che sia meglio che vada via.",0,0,0,0,0,0,0,0,0,0
"887","Non ho intenzione di parlare con lui, non voglio proprio dargliela vinta.",0,0,0,0,0,0,0,0,0,1
"888","""Adesso parliamo"" dice in modo autoritario.",0,0,0,0,0,0,0,0,0,0
"889","""Di cosa vuoi parlare?"" mi appoggio al bancone della cucina e incrocio le braccia al petto, ho già infranto la mia promessa.",0,0,0,0,1,0,0,1,0,2
"890","""Beh per esempio potresti spiegarmi perché hai detto a Maddy che sei la mia fidanzata"" risponde accigliandosi, tenta di mascherare un sorriso divertito che prova ad affiorare sulle sue labbra.""Io?",0,2,0,0,4,0,2,5,0,4
"891","Forse ti stai sbagliando perché non ho proprio idea di che cosa tu stia parlando"" fingo di non sapere nulla.",1,0,1,0,0,0,0,0,1,0
"892","""Melissa, sei gelosa?"" mi chiede tranquillo.",0,1,0,0,2,1,1,1,0,3
"893","""No, l‘ho detto solo perché quella tipa non mi sta particolarmente simpatica e avevo voglia di infastidirla"" rispondo.",0,0,0,0,0,0,0,1,1,0
"894","""Sentiamo, perché non ti sta particolarmente simpatica?"" si avvicina a me.",0,0,0,0,0,0,0,0,0,0
"895","Vorrei scappare a centinaia di metri di distanza da lui, ma c‘è il ripiano della cucina a tenermi bloccata.",0,0,0,0,0,0,0,0,0,0
"896","Appoggia le sue mani sul bancone della cucina proprio ai lati del mio corpo.",0,0,0,0,0,0,0,0,0,0
"897","Ecco i soliti brividi che pervadono la mia pelle, odio l‘effetto che mi fa questo ragazzo.""Hai freddo?"" ridacchia osservando la pelle d‘oca che affiora dai lembi di pelle nuda lasciati scoperti dalla mia felpa corta.",2,0,3,2,0,2,0,0,5,0
"898","""Sì"" mento.""Dalle tue guance arrossate non sembrerebbe"" insinua.",0,0,0,0,0,0,0,0,0,0
"899","Perché il mio corpo non collabora?",0,0,0,0,0,0,0,0,0,0
"900","Si avvicina sempre di più, mi perdo nei suoi occhi di ghiaccio e crollano i muri che mi sono prefissata di tenere alzati fino a qualche secondo fa.",0,0,0,0,0,0,0,0,0,0
"901","Come fa ad abbattere tutte le mie difese in pochi secondi?",0,0,0,0,0,1,0,0,1,0
"902","Lo so che vi ho lasciato in sospeso, ma pubblicherò presto un nuovo capitolo..",1,0,1,1,1,2,1,0,2,1
"903","che ne pensate di questo?",0,0,0,0,0,0,0,0,0,0
"904","Vi è piaciuto?""",0,0,0,0,0,0,0,0,0,0
"905","Non ti bacerò Melissa"" mi dice con un sorrisetto malizioso.",0,0,0,0,0,0,0,0,1,0
"906","""Mi hai chiesto tu di non bacarti ricordi?"" ridacchia e si avvicina sempre di più alle mie labbra.",0,0,0,0,0,0,0,0,0,0
"907","Sta agendo contrariamente alle sue stesse parole, mi sta davvero facendo uscire fuori di testa.",1,0,0,0,0,0,0,0,1,0
"908","""Da quando in qua rispetti ciò che dico?"" domando, il mio sguardo scende in maniera inevitabile sulle sue labbra.",0,0,0,0,0,0,0,0,1,0
"909","""Ti bacerò solo se sarai tu a chiedermelo"" ridacchia stuzzicandomi ancora, le nostre labbra adesso sono a pochi centimetri di distanza.",0,0,0,0,0,0,0,0,0,1
"910","Ho voglia di baciarlo, ma non glielo chiederò mai.",0,0,0,0,0,0,0,0,0,0
"911","Mi avvicino a sfiorargli le labbra senza toccarle davvero, voglio provocarlo e stare al suo stesso gioco.",0,1,0,0,0,0,1,0,1,0
"912","""Così non vale"" borbotta e finalmente preme le sue labbra contro le mie.",1,0,0,0,0,0,0,0,1,0
"913","Mi solleva in braccio, stringo le gambe intorno alla sua vita e allaccio le mie braccia dietro al suo collo.",0,0,0,0,0,0,0,0,0,0
"914","Chiede l‘accesso alla mia bocca, mi lascio andare.",0,0,0,0,0,0,1,0,0,0
"915","In questo momento ho bisogno di lui, ho bisogno di sentire la sua bocca sulla mia.",0,0,0,0,0,0,1,0,0,0
"916","Mi poggia sul bancone della cucina, ma non smette di baciarmi neanche per un secondo.",0,0,0,0,0,0,0,0,0,0
"917","Comincia a darmi dei baci leggeri sulle guance, scende fino al collo e continua a torturarmi con tanti piccoli morsi.",0,0,0,0,0,0,0,0,0,0
"918","Mi stampa dei piccoli baci intorno alla bocca, ma voglio che torni sulle mie labbra.",0,0,0,0,0,0,1,0,0,0
"919","""Dimmi che vuoi un bacio"" mi guarda le labbra in un modo così intenso che mi fa provare un improvviso vuoto allo stomaco.",1,1,2,1,2,2,3,1,2,2
"920","""Non ti darò questa soddisfazione"" ridacchio sicura di me.""Okay allora.."" si allontana da me.",0,0,0,0,0,0,0,0,0,0
"921","Lo afferro per la maglietta e lo bacio io.",0,1,0,0,1,0,1,0,0,1
"922","Prendo iniziativa e approfondisco il bacio.",0,1,0,0,1,0,1,0,0,1
"923","Si stacca da me e mi guarda qualche secondo in silenzio.",0,0,0,0,0,0,0,0,0,1
"924","Ricomincia a baciarmi facendo scontrare impetuosamente e ripetutamente la sua lingua contro la mia.",1,0,0,0,0,0,0,0,1,0
"925","Mi solleva dal ripiano della cucina e comincia a camminare verso la mia camera con me in braccio, tento le gambe allacciate attorno al suo bacino.",0,0,0,0,0,0,0,0,0,0
"926","Apre la porta con un calcio, mi appoggia sul letto senza mai smettere di muovere le sue labbra contro le mie.",2,1,0,0,1,0,0,0,3,1
"927","Si sposta sopra di me, sento il suo corpo aderire perfettamente al mio.",0,0,0,0,0,0,0,0,0,1
"928","Una sensazione di calore pervade il mio corpo.",0,0,0,0,0,0,0,0,0,0
"929","""Te lo prometto, non ti farò più soffrire"" sussurra.",0,0,0,0,0,0,0,0,1,0
"930","La verità è che ho una tremenda paura di fidarmi di lui, ma mi limito ad annuire per non rovinare la magia del momento che si è venuto a creare.",2,1,1,2,1,0,1,0,3,1
"931","Riprende a baciarmi, vorrei che questo momento non finisca mai.",0,0,0,0,0,0,0,0,0,0
"932","""Non sai da quanto aspetto questo"" mi rivela lui, il tono della sua voce si fa dolce.""Davvero?"" domando senza pensarci.",0,1,0,0,1,0,1,1,0,1
"933","Non ha fatto altro che ignorarmi e farmi soffrire nelle ultime settimane, allora è proprio un bravo attore.",0,0,0,0,0,0,0,1,2,0
"934","O forse mi sta prendendo in giro anche in questo preciso istante, forse sto sbagliando a concedermi di fidarmi di lui.",0,0,0,0,0,0,0,1,0,2
"935","""Mi piaci da morire, ero spaventato da te"" confessa, sembra così sincero.",0,0,0,2,1,2,1,2,2,2
"936","In questo momento non ho voglia di pensare, voglio lui.",0,0,0,0,0,0,0,0,0,0
"937","""Ora sta zitto"" lo bacio.",0,1,0,0,1,0,1,0,0,1
"938","Mi metto a cavalcioni su di lui, un gemito lascia la sua bocca.",0,0,1,0,0,1,1,0,1,0
"939","Appoggia la sua mano sulla mia schiena sotto la felpa, sussulto al contatto con la sua pelle così fredda.",0,0,0,0,0,0,0,0,0,1
"940","Avvicina la sua mano al gancetto del mio reggiseno, cerca di slacciarlo con un gesto fulmineo.",0,0,0,0,0,0,0,0,0,0
"941","Qualcuno apre la porta di scatto attirando la nostra attenzione, entrambi ci voltiamo in direzione della soglia della mia camera.",0,0,0,0,0,0,0,0,0,1
"942","""Meli.. oh"" Addison si porta una mano di fronte alla bocca, deve smetterla di entrare in camera mia in questo modo.""Mi serviva un aiuto con diritto"" balbetta imbarazzata mentre abbassa lo sguardo.",0,0,0,0,0,0,1,0,0,1
"943","""Me ne stavo andando"" Matt mi guarda e poi si rivolge alla ragazza dai capelli chiari.",0,0,0,0,0,0,0,0,0,0
"944","Un velo di delusione si fa strada sul mio volto.",0,0,1,0,0,1,0,0,1,0
"945","""Ehm ti aspetto in camera mia"" mi dice Addison, mi guarda dispiaciuta.",0,0,0,0,0,0,0,0,0,0
"946","In questo momento la sto odiando, quando è con Tyler io mi tengo lontana dalla sua stanza.",1,0,0,0,0,0,0,0,1,0
"947","Forse non si è accorta che fossi con Matt, ma ha rovinato un momento perfetto.",1,1,1,1,1,1,0,1,1,1
"948","""Ci vediamo domani, spero di riuscire a finire ciò che abbiamo iniziato"" mi sussurra Matt all‘orecchio.",0,3,0,0,0,0,0,0,0,0
"949","Mi vengono i brividi al solo pensiero e, la delusione di poco fa, lascia spazio all‘ennesimo vuoto di stomaco.""A domani"" sorrido e gli stampo un piccolo bacio sulle labbra, mi è venuto spontaneo farlo.",0,4,2,0,1,3,1,0,3,1
"950","""E quello cos‘era?"" ridacchia Matt.",0,0,0,0,0,0,0,0,0,0
"951","Mi bacia, con la lingua chiede l‘accesso alla mia bocca e mi coinvolge nell‘ennesimo bacio.",0,1,0,0,1,0,2,0,0,1
"952","""Questo sì che è un bacio, a domani Melissa"" mi fa l‘occhiolino sicuro di sé.""A domani Matt"" replico contenta.",0,3,0,0,2,0,1,1,0,2
"953","Vado in camera di Addison per aiutarla con lo studio di diritto, ma lei preferisce iniziare a farmi una marea di domande su Matt.",0,0,0,0,0,0,0,0,0,1
"954","""Non dovevamo studiare?"" sbuffo.""Dai Meli devi raccontarmi tutto"" risponde lei quasi implorandomi.""Okay Addison, ma la prossima volta bussa!",0,0,0,0,0,0,0,0,0,0
"955","O evita proprio se sono in compagnia di qualcuno"" la ammonisco, arrossisco al solo pensiero delle labbra di Matt sulle mie.",0,1,0,0,0,0,0,0,0,0
"956","Dopo cena mi metto a letto, indosso la maglietta di Matt che ho conservato nel mio armadio per dormire.",0,0,0,0,0,0,0,0,0,1
"957","Mi piace addormentarmi con il suo profumo, ma preferirei avere lui qua.",0,0,0,0,0,0,0,0,0,0
"958","Potrei lasciarmi andare davvero con lui, spero che non me ne farà pentire.",0,0,0,0,0,0,0,0,0,0
"959","Spero che non mi deluda ancora una volta, mi auguro che questa volta le cose possano andare diversamente.",0,0,0,0,0,0,1,0,0,1
"960","Che ne pensate di questo capitolo?",0,0,0,0,0,0,0,0,0,0
"961","Secondo voi Matt riuscirà a non far soffrire Melissa?",0,0,0,0,0,0,0,0,1,0
"962","Stamattina non sono stata in grado di concentrarmi sulle lezioni, non smettevo di guardare Matt e di sorridere ripensando ai baci di ieri sera.",0,0,0,0,0,0,0,0,0,0
"963","Mi ha chiesto di andare da lui dopo pranzo, penso che saremo soli a casa.",0,0,0,0,0,0,0,0,0,0
"964","Non so se riuscirò a lasciarmi andare del tutto con lui, ho paura di rimanere scottata.",2,1,0,2,0,0,1,0,2,0
"965","Ho paura che lui possa fare qualcosa for possa  deludermi, ho paura che possa ferirmi.",2,1,0,2,0,0,1,0,2,0
"966","Quel ragazzo riesce a rendermi felice e a spaventarmi da morire allo stesso tempo.",0,2,1,1,1,1,0,1,2,1
"967","Scaccio questi pensieri negativi dalla mia mente e comincio a prepararmi per andare da lui.",0,0,0,0,0,0,0,0,0,1
"968","Indosso un paio jeans a vita alta neri e un top a fascia bianco.",0,1,0,0,1,0,0,1,0,1
"969","Mi guardo allo specchio per controllare trucco e capelli, poi vado da lui.",0,0,0,0,0,0,1,0,1,0
"970","Busso delicatamente alla sua porta.",0,0,0,0,0,0,0,0,0,0
"971","""Hey"" viene ad aprirmi con un bellissimo sorriso stampato sul volto.",0,1,0,0,3,0,2,2,0,3
"972","Mi bacia cogliendomi di sorpresa, non sono abituata a questo suo lato quasi dolce, ma devo ammettere che mi piace parecchio.",0,1,0,1,2,0,2,1,0,2
"973","""Vogliamo riprendere da dove abbiamo lasciato ieri?"" sussurra contro le mie labbra.",1,0,0,0,0,0,0,0,1,0
"974","""Non lo so"" fingo di pensarci su.",0,0,0,0,0,0,0,0,0,0
"975","Mi bacia di nuovo, in modo sempre più intenso.",1,0,1,1,1,0,1,1,1,1
"976","Mi solleva e chiude la porta con un calcio, mi porta in camera sua.",1,1,0,0,1,0,0,0,1,1
"977","Mi mette a terra e mi spinge delicatamente contro la porta, non stacca mai le sue labbra dalle mie.",1,0,0,0,0,0,0,0,1,1
"978","Ci sono baci che non valgono niente e ci sono baci che restano impressi nella mente per sempre: ho sempre pensato che non fossero tutti uguali.",0,0,0,0,0,0,0,0,0,1
"979","I baci veramente belli, sono quelli che significano qualcosa.",0,0,0,0,0,0,0,0,0,0
"980","Sono quei baci che dai a qualcuno che non riesci a toglierti dalla testa, sono quei baci che ti fanno addirittura scordare di riprendere fiato fra l‘uno e l‘altro.",0,0,0,0,0,0,0,0,0,0
"981","I baci che mi da Matt sono tutto questo.",0,0,0,0,0,0,0,0,0,0
"982","C‘è quello strano fastidio di vuoto allo stomaco che coesiste con una sensazione dolce e morbida, vorrei che le sue labbra non si staccassero mai dalle mie.",2,1,3,0,1,2,1,1,4,1
"983","La mia schiena è appoggiata alla porta, le mie mani sono intrecciate alle sue sopra la mia testa e il suo corpo aderisce perfettamente al mio.",0,0,0,0,0,0,0,0,0,0
"984","Si stacca da me per guardarmi negli occhi, riprende subito a baciarmi.",0,1,0,0,0,0,1,0,1,1
"985","Lo sguardo di un ragazzo che ti desidera dopo che sei già sua, fa davvero perdere la testa.",2,0,2,1,0,2,1,0,3,0
"986","Le sue mani scendono lungo il mio corpo, mi sfila delicatamente il top da sopra la testa.",0,1,0,0,0,0,0,0,0,0
"987","Gli tolgo la maglietta, in questo momento lo voglio con tutta me stessa.",0,0,0,0,0,0,0,0,0,0
"988","Mentre ci baciamo in qualche modo finiamo sul letto, lui è sistemato sopra di me.",0,0,0,0,0,0,0,0,0,0
"989","Cerca di sbottonare i miei jeans quando si stacca di colpo da me.""Che succede?"" mormoro, non capendo il perché del suo gesto.",1,0,0,0,0,0,0,0,1,0
"990","""Devo andare in bagno stupida"" ridacchia e mi lascia un piccolo bacio sulla punta del naso.",0,1,1,1,1,0,1,0,1,2
"991","""Non muoverti da lì"" mi dice con un sorrisetto malizioso mentre esce dalla stanza.",0,0,0,0,0,0,0,0,1,0
"992","La suoneria del suo telefono attira la mia attenzione, non dovrei farmi gli affari suoi, ma la mia curiosità ha la meglio sulla mia coscienza.",1,0,0,0,0,0,0,1,1,3
"993","Mi allungo fino al comodino di Matt per vedere chi gli abbia scritto.",0,0,0,0,0,0,0,0,0,0
"994","Sto per piangere, non ci posso credere.",0,0,0,0,0,3,0,0,3,0
"995","‘",0,0,0,0,0,0,0,0,0,0
"996","Allora a stasera bello‘ leggo il messaggio da parte di Maddy, quella bionda è ancora in mezzo.",0,1,0,0,1,1,1,1,0,3
"997","Come ha potuto cercarla?",0,0,0,0,0,0,0,0,0,0
"998","Non stiamo insieme, ma pensavo che Matt volesse frequentarmi sul serio.",0,0,0,0,0,0,0,1,0,2
"999","Che stupida che sono stata a fidarmi di lui, non cambierà mai.",0,0,0,0,0,0,0,0,0,0
"1000","Matt esce dal bagno e mi guarda con aria confusa.",0,0,0,0,0,0,0,0,0,1
"1001","""Stasera hai impegni?"" cerco di ricompormi per coglierlo di sorpresa.""Sì, ho promesso a Ryan che.."" sta chiaramente e spudoratamente mentendo.""Proprio come pensavo"" sputo acida.",0,0,1,1,1,0,1,0,0,1
"1002","Raccolgo il mio top da terra e lo indosso velocemente.",0,0,0,0,0,0,0,0,0,1
"1003","Mi giro per andarmene, ma Matt si mette davanti a me imprendendomi di scappare da lui.""Posso spiegare"" mi dice calmo.""Okay Matt spiega, hai un minuto di tempo e neanche un secondo di più"" sbotto, spero con tutta me stessa che ci sia una valida spiegazione a tutto questo.",0,1,0,0,0,0,0,1,0,1
"1004","Non parla, non esce nemmeno una parola dalla sua bocca.",0,0,0,0,0,0,1,1,0,1
"1005","Lo supero urtandolo con la spalla e esco da casa sua, non ha nemmeno provato a fermarmi di nuovo.",0,0,0,0,0,0,0,1,0,1
"1006","Corro nella mia stanza con le lacrime agli occhi.",0,0,0,0,0,0,0,0,0,0
"1007","Voglio urlare, ho bisogno di sfogarmi, ma se lo facessi Addison e Violet correrebbero nella mia stanza.",2,0,1,2,0,0,2,0,2,0
"1008","Ho bisogno di rimanere sola e di pensare.",0,0,0,0,0,0,0,0,0,0
"1009","Ci vuole coraggio a lasciare andare qualcosa, che con tutto il cuore si desidera che resti.",0,0,1,1,0,0,0,1,1,6
"1010","Io però devo lasciare andare Matt, continua a farmi soffrire.",0,0,0,0,0,0,0,0,1,0
"1011","Ho sbagliato a fidarmi di lui.",0,0,0,1,0,0,0,0,2,0
"1012","Stavolta mollo, non è da me, ma non ho intenzione di lottare per una persona per la quale sono solo una ragazza in più da aggiungere alla sua lista.",0,0,0,0,0,0,0,0,0,0
"1013","È stupido cercare di trattenere una persona che continua a farti del male, che continua a farti soffrire.",4,2,2,4,0,5,0,0,8,1
"1014","Ci vorrà un po‘ di tempo, ma mi dimenticherò di lui.",0,1,0,0,0,0,0,0,0,0
"1015","Ogni volta che lo vedrò o sentirò la sua voce so che il mio cuore batterà fortissimo, so che avrò i brividi, so che mi farà effetto, ma devo tenere duro e ignorare le mie emozioni.",0,0,0,0,0,0,0,0,1,0
"1016","Ve lo aspettavate da Matt?",0,0,0,0,0,0,0,0,0,0
"1017","Secondo voi perché ha cercato Maddy?",0,0,0,0,0,0,0,0,0,0
"1018","Melissa riuscirà a perdonarlo?",0,0,0,0,0,0,0,0,0,0
"1019","Fatemi sapere cosa ne pensate di questo capitolo!È una settimana che mi assento a lezione, fortunatamente Mattia e Ryan vengono a casa mia ogni giorno, mi aiutano a mettermi in pari con le lezioni e cercano di sollevarmi il morale in ogni modo.",1,1,0,0,0,0,0,2,0,2
"1020","Ho seriamente voglia di lasciarmi andare.",0,0,0,0,0,0,0,0,0,0
"1021","Non ho più voglia di studiare, vorrei rispondere male a tutti e stare sola.",4,0,2,4,0,5,0,0,6,0
"1022","Sono fortunata ad avere degli amici come Mattia e Ryan che mi costringono a non fare tutto ciò, che mi aiutano a non perdermi del tutto.",0,0,0,0,0,0,0,0,0,0
"1023","Matt continua ad ignorarmi, ha un modo tutto suo di reagire alle situazioni di difficoltà.",1,0,0,1,0,0,0,0,0,0
"1024","Quel ragazzo, così duro e dolce allo stesso tempo, ogni volta si chiude in sé stesso e taglia fuori il resto del mondo, compresi i suoi amici e sopratutto compresa me.",0,2,1,0,1,0,1,1,1,1
"1025","Avrei voluto una spiegazione, un qualsiasi gesto da parte sua, ma non ha mosso un dito per dimostrarmi che mi stavo sbagliando nel trarre conclusioni affrettate.",0,0,0,0,0,0,0,0,0,0
"1026","Evidentemente non gli importa così tanto di me.",0,0,0,0,0,0,0,0,0,0
"1027","Non auguro il peggio a Matt, gli auguro però di sentire la mia mancanza davvero per poi accorgersi che mi ha definitivamente persa.",0,0,0,1,0,1,0,0,2,0
"1028","Gli auguro di girarsi a cercare la mia risata o miei occhi fra la gente, per poi accorgersi che per lui io non ci sono più.",0,2,0,0,2,0,1,0,0,3
"1029","""Hey Melissa devi concentrarti"" la voce di Mattia mi riporta alla realtà.",0,0,0,0,0,0,0,0,0,0
"1030","""Scusa"" mormoro.",0,0,0,0,0,0,0,0,1,1
"1031","""Vuoi sfogarti con me?"" il suo sorriso mi trasmette una calma di cui ho davvero bisogno in questo momento, ma mi limito a scuotere la testa.",0,1,0,0,2,0,2,2,0,3
"1032","""Guarda che fa bene sfogarsi, parlare con qualcuno"" mi esorta dolcemente.""È che non si può entrare nella vita delle persone, farle affezionare e poi trattarle in quel modo.",0,0,0,0,0,0,0,0,0,1
"1033","Fa male"" sento che sto per piangere.",4,0,2,4,0,8,0,0,9,0
